Geneid	SRR2932702_1.bam	SRR2932703_1.bam	SRR2932704_1.bam	SRR2932705_1.bam	SRR2932706_1.bam	SRR2932707_1.bam
Gm17064	0	0	0	0	0	0
Gm17027	0	0	0	0	0	0
Gm17166	0	0	0	0	0	0
Gm3573	0	0	0	0	0	0
Gm17165	0	0	0	0	0	0
Gm17038	0	0	0	0	0	0
Gm17026	0	0	0	0	0	0
Gm25208	0	0	0	0	0	0
Gm25892	0	0	0	0	0	0
Gm9611	0	0	0	0	0	0
Gm7995	1	0	0	0	0	0
Gm17164	0	0	0	0	0	0
Gm2951	0	0	0	0	0	0
Gm2959	0	0	0	0	0	0
Gm8005	0	0	0	0	0	0
AC165287.1	0	0	0	0	0	0
Gm8011	0	0	0	0	0	0
Gm2966	0	0	0	0	0	0
Gm8020	0	0	0	0	0	0
Gm8024	0	0	0	0	0	0
AC156561.1	0	0	0	0	0	0
Gm8032	0	0	0	0	0	0
Gm17204	0	0	0	0	0	0
Gm17124	0	0	0	0	0	0
Gm25228	0	0	0	0	0	0
Gm23620	0	0	0	0	0	0
Gm3633	0	0	0	0	0	0
Gm10378	0	0	0	0	0	0
Gm17162	0	0	0	0	0	0
Gm5929	0	0	0	0	0	0
Gm3008	0	0	0	0	0	0
Gm17161	0	0	0	0	0	0
Gm3015	0	0	0	0	0	0
Gm3025	0	0	0	0	0	0
Gm10377	0	0	0	0	0	0
Gm7152	0	0	0	0	0	0
Gm21977	0	0	0	0	0	0
AC161275.1	0	0	0	0	0	0
Gm3102	0	0	0	0	0	0
Gm8082	0	0	0	0	0	0
Gm3111	0	0	0	0	0	0
Gm10376	0	0	0	0	0	0
Gm6536	0	0	0	0	0	0
Gm3123	0	0	0	0	0	0
Gm8094	0	0	0	0	0	0
AC133517.1	0	0	0	0	0	0
Gm8104	0	0	0	0	0	0
Cdv3-ps	7	5	5	1	2	5
AC133517.2	0	0	0	0	0	0
Gm8114	0	0	0	0	0	0
Gm3141	0	0	0	0	0	0
AC166095.1	0	0	0	0	0	0
Gm7233	0	0	0	0	0	0
Gm7316	0	0	0	0	0	0
Gm8122	0	0	0	0	0	0
AC166344.1	0	0	0	0	0	0
Gm8126	0	0	0	0	0	0
AC166344.3	0	0	0	1	0	0
Gm17153	0	0	0	0	0	0
Gm8127	0	0	0	0	0	0
Gm17155	0	0	0	0	0	0
Gm17154	0	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0
Gm9597	0	0	0	0	0	0
AC166344.2	0	0	0	0	0	0
Gm8138	0	0	0	0	0	0
AC170810.3	0	0	0	0	0	0
AC170810.1	0	0	0	0	0	0
Gm5799	0	0	0	0	0	0
Gm3216	0	0	0	0	0	0
Gm17654	0	0	0	0	0	0
Gm3221	0	0	0	0	0	0
Gm10375	0	0	0	0	0	0
Gm8046	0	0	0	0	0	0
AC170810.2	0	0	0	0	0	0
Gm8161	0	0	0	0	0	0
Gm8165	0	0	0	0	0	0
Gm7324	0	0	0	0	0	0
Gm9672	0	0	0	0	0	0
Gm17208	0	0	0	0	0	0
Gm16506	0	0	0	0	0	0
AC154806.3	0	0	0	0	0	0
AC154806.6	0	0	0	0	0	0
Gm6526	0	0	0	0	0	0
AC154806.1	2	0	0	0	0	0
Gm9587	0	0	0	0	0	0
Gm8180	0	0	0	0	0	0
AC154806.4	0	0	0	0	0	0
AC154806.7	0	0	0	0	0	0
AC154806.5	0	0	0	0	0	0
AC154806.2	0	0	0	0	0	0
Ear1	0	1	1	1	0	1
Ear-ps12	0	0	0	0	0	0
Ang-ps2	0	0	0	0	0	0
Ear-ps9	0	0	0	0	0	0
Ear-ps8	0	0	0	0	0	0
Ang-ps3	0	0	0	0	0	0
Ear10	0	0	0	0	0	0
Gm8113	5	2	5	4	8	7
Gm9550	0	0	0	0	0	0
Ang5	0	0	0	0	0	0
Ear-ps7	0	0	0	0	0	0
AC167013.5	0	1	0	0	0	0
Ear-ps10	0	0	0	0	0	0
Ang6	0	0	0	0	0	0
Gm8194	0	0	0	0	0	0
Gm3287	0	0	0	0	0	0
Ear-ps2	0	0	0	0	0	0
Ang-ps1	0	0	0	0	0	0
AC167013.3	0	0	1	0	0	0
Gm16545	0	0	0	0	0	0
AC167013.6	9	10	10	13	23	19
Ear2	7	7	11	7	21	27
AC167013.2	0	0	0	0	0	0
AC167013.1	0	0	0	0	0	0
AC167013.4	0	0	0	0	0	0
Gm3327	0	0	0	0	0	0
Gm8207	0	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0
AC156790.2	0	0	0	0	0	0
Gm8212	0	0	0	0	0	0
AC156790.3	0	0	0	0	0	0
AC156790.4	4	5	5	0	2	1
AC156790.5	0	0	0	0	0	0
AC156790.1	4	4	3	3	1	0
AC161758.2	0	0	0	0	0	0
Gm8220	0	0	0	0	0	0
AC161758.1	0	0	0	0	0	0
Gm8224	0	0	0	0	0	0
Gm5930	0	0	0	0	0	0
Gm8229	0	0	0	0	0	0
Gm3370	0	0	0	0	0	0
Gm3371	0	0	0	0	0	0
Gm8232	0	0	0	0	0	0
AC242269.1	0	0	0	0	0	0
Gm21991	0	0	0	0	0	0
Gm17184	0	0	0	0	0	0
BC061237	0	0	0	0	0	0
Gm17093	0	0	0	0	0	0
Gm17183	0	0	0	0	0	0
AC160336.1	2	3	1	0	4	7
Gm5624	0	0	0	0	0	0
Gm8247	0	0	0	0	0	0
Gm16439	7	10	13	6	2	3
Gm8256	0	0	1	0	0	0
Gm9593	0	0	0	0	0	0
Gm8257	0	0	0	0	0	0
Gm21754	0	0	0	0	0	0
Gm6541	0	0	0	0	0	0
Gm8267	0	0	0	0	0	0
AC164295.2	0	0	0	0	0	0
AC164295.1	0	0	0	0	0	0
Gm17187	0	0	0	0	0	0
AC192088.2	0	0	0	0	0	0
Gm17070	0	0	0	0	0	0
AC192088.3	0	0	0	0	0	0
AC192088.1	0	0	0	0	0	0
Ptgdr	0	0	0	0	0	0
Gm16976	4	2	1	3	6	2
AC168062.1	0	0	0	0	0	0
AC168062.2	0	0	0	0	0	0
AC168062.3	0	0	0	0	0	0
Mir327	0	0	0	0	0	0
4930431P03Rik	0	0	0	0	0	0
AC154627.2	0	1	2	3	0	1
Gm17173	12	18	10	11	11	26
Ptger2	16	30	23	17	14	24
AC154627.3	0	0	0	0	0	0
AC154627.1	0	0	0	0	0	0
AC166369.3	0	0	0	0	0	0
AC166369.2	0	0	0	0	0	0
AC166369.1	0	0	0	0	0	0
Txndc16	32	44	29	39	32	37
Gm15765	0	0	0	0	0	0
Gpr137c	9	13	11	12	13	10
AC154575.1	0	0	0	0	0	0
Ero1l	107	119	144	89	53	97
Psmc6	881	833	881	922	699	894
Styx	708	843	912	728	555	716
Gnpnat1	662	770	798	681	555	640
Gm25353	0	0	0	0	0	0
CT025535.1	0	0	0	0	0	0
Fermt2	1597	1468	1670	1327	649	1003
Gm22637	0	0	0	0	0	0
CT025535.2	0	0	0	0	0	0
AC107711.2	6	8	11	8	9	10
AC107711.6	0	0	1	0	4	4
AC107711.5	0	1	1	1	0	1
AC107711.3	0	0	0	0	0	0
Gm15601	77	87	82	105	99	126
AC107711.4	0	0	0	0	0	0
Ddhd1	235	270	250	231	178	329
AC107711.1	0	0	0	0	0	0
Mir5131	0	0	0	0	0	0
A530076I17Rik	1	1	0	1	1	1
Gm7206	5	9	15	3	1	3
Gm15516	0	2	0	1	0	0
Gm15218	0	1	0	0	1	0
Gm8317	0	0	0	0	0	0
Gm15220	0	0	0	0	0	0
AC170999.2	0	0	0	0	0	0
AC170999.1	0	1	0	0	0	0
Gm6580	1	0	2	5	3	2
Gm37257	0	0	0	1	0	1
Gm1821	195	206	171	226	191	302
Gm15217	0	0	0	0	1	0
Bmp4	32	30	16	16	29	35
Gm15222	1	5	5	5	4	1
Gm15221	0	0	0	0	0	0
CT009556.3	0	0	0	0	0	0
CT009556.4	0	0	0	0	0	0
CT009556.1	0	0	0	0	0	0
CT009556.2	0	0	0	0	0	0
AC093022.4	1	0	0	0	0	0
E130120K24Rik	0	0	0	0	0	0
Rubie	0	0	0	0	0	0
AC093022.3	0	0	0	0	0	0
AC093022.5	0	0	0	0	0	0
AC093022.1	0	0	0	0	0	0
AC093022.2	0	0	0	0	0	0
AC093043.3	0	0	0	0	0	0
Cdkn3	0	1	4	1	5	7
Cnih1	275	339	294	469	352	377
AC093043.1	44	36	45	45	14	27
AC093043.2	0	0	0	0	0	0
Gmfb	422	450	407	427	277	382
Gm10101	1	4	2	2	5	3
Cgrrf1	224	291	209	298	296	291
AC131586.4	0	0	0	0	0	0
AC131586.2	47	64	65	83	80	81
Samd4	65	64	50	76	96	141
AC131586.3	2	2	3	4	2	2
AC131586.1	0	0	0	0	0	0
Mir378c	0	0	0	0	0	0
Gm15562	0	0	0	0	0	0
Gm10371	23	18	19	44	22	53
AC159006.2	0	1	0	0	0	1
Gch1	1119	1220	1254	1544	1062	1209
AC159006.1	7	6	11	2	3	5
AC159006.3	0	0	0	0	0	0
AC154589.2	0	0	0	0	0	0
AC154589.1	0	0	0	0	0	0
Wdhd1	14	33	25	12	21	19
AC156016.5	0	0	0	0	0	0
Gm24378	0	0	0	0	0	0
AC156016.3	0	0	1	0	0	0
Socs4	159	166	165	146	113	190
AC156016.1	21	15	22	6	5	9
Mapk1ip1l	510	490	558	420	300	393
AC156016.2	3	6	3	2	2	1
AC156016.4	62	46	81	33	10	36
Lgals3	21	38	40	39	69	101
Dlgap5	1	6	2	2	3	2
AC123665.2	0	0	0	0	0	0
AC123665.5	0	0	0	0	0	0
Fbxo34	164	202	240	205	184	241
AC123665.3	0	0	0	0	0	0
AC123665.1	2	2	2	4	1	3
Atg14	209	225	313	191	176	239
AC123665.6	74	79	113	79	67	73
AC123665.4	0	0	0	0	0	0
Ktn1	370	358	426	281	251	398
CT009515.4	0	0	0	0	0	0
CT009515.2	0	0	0	0	0	0
CT009515.1	0	0	0	0	0	0
CT009515.3	0	0	0	0	0	0
CT030238.4	0	0	1	0	0	0
CT030238.1	0	0	0	0	1	0
CT030238.2	0	0	0	0	0	0
CT030238.3	0	0	0	0	0	0
AC154528.1	0	0	0	0	0	0
Gm6055	34	35	54	22	27	33
Peli2	240	218	247	216	151	190
AC154528.3	0	0	0	0	1	0
AC154528.2	0	0	0	0	0	0
AC174647.1	0	0	0	0	0	0
Gm6498	0	0	0	0	0	0
AC171241.1	0	0	0	0	0	0
Gm23881	0	0	0	0	0	0
AC171241.2	0	0	0	0	0	0
Gm3534	0	0	1	1	1	3
Tmem260	313	242	276	266	211	222
AC164437.5	4	2	4	5	1	6
AC164437.1	0	0	0	0	0	0
AC164437.4	1	0	2	2	0	0
AC164437.3	0	0	0	0	0	0
AC164437.2	0	0	0	0	0	0
AC166574.7	0	0	0	0	0	0
Gm23469	0	0	0	0	0	0
Otx2	0	0	0	0	0	0
Otx2os1	3	5	3	1	0	4
AC166574.6	0	0	0	0	0	0
AC166574.2	1	0	2	0	1	0
Gm25380	0	0	0	0	0	0
AC166574.4	0	0	0	0	0	0
AC166574.5	0	0	0	0	0	0
Gm22699	0	0	0	0	0	0
AC166574.1	0	0	0	0	0	0
AC166574.3	0	0	0	0	0	0
AC154640.2	0	0	0	0	0	0
AC154640.3	0	0	0	0	0	0
AC154640.1	0	0	0	0	0	0
Gm23470	0	0	0	0	0	0
Exoc5	240	228	217	244	174	245
AC154640.4	0	0	0	0	0	0
Ap5m1	192	182	215	164	130	236
CT025618.1	0	0	1	1	0	0
Naa30	270	267	226	215	141	217
AC154227.2	0	1	0	0	0	1
1700011H14Rik	6	12	8	8	12	6
AC154227.1	1	0	0	0	2	0
Slc35f4	3	3	1	0	0	1
CT030637.1	0	0	0	0	0	0
Gm22116	0	0	0	0	0	0
Gm22949	0	0	0	0	0	0
3632451O06Rik	0	2	0	2	0	1
Gm16082	0	0	0	0	0	0
AC140393.4	0	0	0	0	0	0
AC140393.3	0	0	0	0	0	0
AC140393.2	0	0	0	0	0	0
Gm22989	0	0	0	0	0	0
AC140393.1	0	0	0	0	0	0
Olfr722	0	0	0	0	0	0
Olfr723	0	0	0	0	0	0
Olfr724	0	0	0	0	0	0
AC147096.1	0	0	0	0	0	0
Olfr725	0	0	0	0	0	0
Gm37194	0	0	1	0	0	0
Olfr726	0	0	0	0	0	0
Olfr727	0	0	0	0	0	0
Olfr728	0	0	0	0	0	0
Olfr729	0	0	0	0	0	0
Olfr730	0	0	0	0	0	0
Olfr731	0	0	0	0	0	0
Olfr732	0	0	0	0	0	0
Olfr733	0	0	0	0	0	0
Olfr734	0	0	0	0	0	0
Olfr735	0	0	0	0	0	0
Tlr11	4	11	6	3	4	4
Olfr736	0	0	0	0	0	0
Olfr738	0	0	0	0	0	0
Olfr737-ps1	0	0	0	0	0	0
Olfr739	0	0	0	0	0	0
Olfr740	0	0	0	0	0	0
Olfr741	0	0	0	0	0	0
Olfr742	0	0	0	0	0	0
Olfr743	0	0	0	0	0	0
AC133958.1	0	0	0	0	0	0
Olfr744	0	0	0	0	0	0
Olfr745	0	0	0	0	0	0
Gm45192	0	0	0	0	0	0
Olfr746	0	0	0	0	0	0
AC140280.1	0	0	0	0	0	0
Olfr747	0	0	0	0	0	0
Olfr748	0	0	0	0	0	0
Gm24316	0	0	0	0	0	0
Olfr749	0	0	0	0	0	0
Ttc5	108	137	143	129	125	132
Gm10916	0	0	0	1	0	3
AC027184.1	0	0	0	0	0	0
Ccnb1ip1	0	0	0	0	1	1
Rpph1	0	0	0	0	0	0
Parp2	100	119	97	115	114	148
Tep1	251	262	264	171	178	274
Gm26782	64	41	65	31	33	59
Klhl33	0	1	2	0	2	6
Osgep	103	135	91	189	124	166
Gm24689	0	0	0	0	2	0
Apex1	148	149	162	168	147	136
Tmem55b	255	326	255	376	309	340
Pnp	569	602	546	642	362	527
Gm38316	375	512	417	519	312	417
Pnp2	0	0	0	0	0	0
AC136376.2	1	0	0	1	1	2
AC136376.1	0	0	0	0	0	0
Rnase10	1	0	0	1	2	1
Rnase9	0	0	0	1	0	0
Rnase11	0	0	0	0	0	0
Rnase12	0	0	0	1	0	1
Olfr750	0	3	1	0	2	0
Rnase4	5522	9729	6379	8499	5875	5909
Ang	0	0	0	0	0	0
Eddm3b	0	0	0	0	0	0
Rnase6	2	5	3	4	4	7
AC163664.1	0	0	0	0	0	0
Rnase1	0	0	0	0	0	0
Rnase2b	0	0	0	0	0	0
AC163664.2	0	0	0	0	0	0
Ang2	0	0	0	2	0	0
Ear14	0	0	0	0	0	0
Rnase2a	0	1	0	0	0	0
AC147545.1	0	0	0	0	0	0
Gm21718	0	0	0	0	0	0
AC125117.1	0	0	0	0	0	0
AC125117.2	0	0	0	0	0	0
AC122858.2	6	1	2	3	1	6
Gm16289	0	0	0	0	0	0
Gm7247	1	1	3	1	0	0
AC122858.1	0	0	0	0	0	0
Vmn2r-ps111	0	0	0	0	0	0
Vmn2r88	0	0	0	0	0	0
AC122858.3	0	0	0	0	0	0
Vmn2r89	0	0	0	0	0	0
Gm5622	0	0	0	0	1	3
Gm16290	0	0	0	0	0	0
Gm17175	0	0	0	0	0	0
AC140406.1	0	0	0	0	0	0
Gm17174	0	0	0	0	0	0
AC140406.2	0	0	0	0	0	0
Gm17078	0	0	0	0	0	0
AC140406.3	0	0	0	0	0	0
Gm4181	0	0	0	0	0	0
Gm17186	0	0	0	0	0	0
Gm17079	0	0	0	0	0	0
Gm5800	0	0	1	0	0	0
AC122877.1	0	0	0	0	0	0
Ear-ps3	0	0	0	0	0	0
Ang4	0	0	2	0	0	0
Ear-ps4	0	0	0	0	0	0
AY358078	2	1	1	0	8	0
Gm6047	0	0	0	0	0	0
Gm27375	0	0	0	0	0	0
Ear-ps5	0	0	0	0	0	0
Ear6	0	0	0	0	0	0
Mettl17	158	212	270	261	271	273
Slc39a2	19	29	32	27	31	23
Ndrg2	9649	11318	11103	11332	8362	7953
Tppp2	0	1	0	0	1	1
Rnase13	9	4	11	11	7	6
AC125087.1	1	7	4	1	6	0
Arhgef40	221	289	260	164	182	244
Gm16617	16	22	30	11	4	14
Zfp219	275	335	264	213	216	262
Tmem253	50	29	64	13	11	28
AC157572.2	5	10	10	2	8	4
AC157572.1	0	3	0	0	0	0
Olfr221	0	0	0	0	0	0
Gm22354	0	0	0	0	0	0
AC157572.4	0	0	0	0	0	0
AC157572.3	0	0	0	0	0	0
Hnrnpc	796	1014	868	1109	799	954
Rpgrip1	132	153	138	190	192	188
Supt16	304	271	305	284	231	310
Gm26590	387	449	359	359	339	434
Chd8	461	515	508	374	370	539
Snord8	0	0	0	0	0	0
Gm43766	25	32	22	37	37	29
Rab2b	63	58	52	39	26	54
Gm23758	0	0	0	0	0	0
Tox4	279	280	292	283	231	270
Mettl3	182	177	168	176	160	199
Sall2	36	60	36	33	22	21
Gm26328	0	0	0	0	0	0
Olfr1513	0	0	0	0	0	0
Gm4742	1	0	1	0	0	0
Olfr1512	0	0	0	0	0	0
Gm37504	0	0	0	0	0	0
Olfr1511	0	0	0	0	0	0
Olfr1510	0	0	0	0	0	0
Gm43250	0	0	0	0	0	0
Trav1	0	0	0	0	0	0
Olfr1509	0	0	0	0	0	0
Olfr1508	0	0	0	0	0	0
Gm43512	0	0	0	0	0	0
Olfr1507	0	0	0	0	0	0
Gm36382	0	0	0	0	0	0
Gm36448	1	0	0	1	0	0
Trav2	0	0	0	0	0	0
Trav3-1	0	0	0	1	0	0
Trav4-1	0	0	0	0	0	0
Trav5-1	0	0	0	0	0	0
Trav6-1	0	0	0	0	0	0
Gm42988	0	0	0	0	0	0
Trav7-1	0	0	0	0	0	0
Trav6-2	0	0	0	0	0	0
Trav7d-2	0	0	0	0	0	0
Trav4d-2	0	0	0	0	0	0
Trav6d-3	0	0	0	0	0	0
Trav7d-3	0	0	0	0	0	0
Trav6d-4	0	0	0	0	0	0
Trav7d-4	0	0	0	0	0	0
Gm5408	0	0	0	0	0	0
Trav8d-1	0	0	0	0	0	0
Trav9d-1	0	0	0	0	0	0
Trav6d-5	0	0	0	0	0	0
Trav10d	0	0	0	0	0	0
Trav6d-6	0	0	0	0	0	0
Trav11d	0	0	0	0	0	0
Trav7d-5	0	0	0	0	0	0
Trav12d-1	0	0	0	0	0	0
Trav13d-1	0	0	0	0	0	0
Trav14d-1	0	0	0	0	0	0
AC126250.1	1	0	0	1	1	0
Gm6740	0	0	0	0	0	0
Trav15d-1-dv6d-1	0	0	0	0	0	0
Trav3d-2	0	0	0	0	0	0
Trav9d-2	0	0	0	0	0	0
Trav4d-3	0	0	0	0	0	0
Rps19-ps2	2	5	1	3	2	3
Trav5d-2	0	0	0	0	0	0
Trav12d-2	0	0	0	0	0	0
Trav9d-3	0	0	0	0	0	0
Trav5d-3	0	0	0	0	0	0
Trav12d-3	0	0	0	0	0	0
Trav13d-2	0	0	0	0	0	0
Trav14d-2	0	0	0	0	0	0
Trav15d-2-dv6d-2	0	0	0	0	0	0
Gm8704	0	0	0	0	0	0
Trav3d-3	0	0	0	0	0	0
Trav9d-4	0	0	0	0	0	0
Trav4d-4	0	0	0	0	0	0
Gm43104	0	0	0	0	0	0
Trav5d-4	0	0	0	0	0	0
Trav6d-7	0	0	0	0	0	0
C920008G01Rik	0	0	0	0	0	0
Gm30214	0	0	0	0	0	0
Trav13d-3	0	0	0	0	0	0
Trav8d-2	0	0	0	0	0	0
Trav16d-dv11	0	0	0	0	0	0
Trav13d-4	0	0	0	0	0	0
Trav14d-3-dv8	0	0	0	0	0	0
Trav15d-3	0	0	0	0	0	0
Trav7n-4	0	0	0	0	0	0
Trav9n-1	0	0	0	0	0	0
Trav6n-5	0	0	0	0	0	0
Trav10n	0	0	0	0	0	0
Trav6n-6	0	0	0	0	0	0
Trav11n	0	0	0	0	0	0
Trav7n-5	0	0	0	0	0	0
Trav12n-1	0	0	0	0	0	0
Trav13n-1	0	0	0	0	0	0
Trav14n-1	0	0	0	0	0	0
Gm6755	0	0	0	0	0	0
Trav15n-1	0	0	0	0	0	0
Trav3n-2	0	0	0	0	0	0
Trav9n-2	0	0	0	0	0	0
Trav4n-3	0	0	0	0	0	0
Rps19-ps1	0	0	0	0	0	1
Trav5n-2	0	0	0	0	0	0
Trav12n-2	0	0	0	0	0	0
Trav9n-3	0	0	0	0	0	0
Trav5n-3	0	0	0	0	0	0
Trav12n-3	0	0	0	0	0	0
Trav13n-2	0	0	0	0	0	0
Trav14n-2	0	0	0	0	0	0
Trav15n-2	0	0	0	0	0	0
Gm3922	0	0	0	0	0	0
Trav3n-3	0	0	0	0	0	0
Trav9n-4	0	0	0	0	0	0
Trav4n-4	0	0	0	0	0	0
Trav5n-4	0	0	0	0	0	0
Trav6n-7	0	0	0	0	0	0
Trav7n-6	0	0	0	0	0	0
Gm43650	0	0	0	0	0	0
Trav13n-3	0	0	0	0	0	0
Trav8n-2	0	0	0	0	0	0
Trav16n	0	0	0	0	0	0
Trav13n-4	0	1	0	0	0	0
Trav14n-3	0	0	0	0	0	1
Trav15n-3	0	0	0	0	0	0
Trav7-2	0	0	0	0	0	0
Trav4-2	0	0	0	0	0	0
Trav6-3	0	1	0	0	0	0
Trav7-3	0	0	0	0	0	0
Trav6-4	0	0	0	0	0	0
Trav7-4	0	0	0	0	0	0
Gm18711	0	0	0	0	0	0
Trav8-1	0	0	0	0	0	0
Trav9-1	0	0	0	0	0	0
Trav6-5	0	0	0	0	0	0
Trav10	0	0	0	0	0	0
Trav6-6	0	0	0	0	0	0
Trav11	0	0	0	0	0	0
Trav7-5	0	0	0	0	0	0
Trav12-1	0	0	0	0	0	0
Trav13-1	0	0	0	0	0	0
Trav14-1	0	0	0	0	0	0
Trav15-1-dv6-1	0	0	0	0	0	0
Trav3-2	0	0	0	0	0	0
Trav9-2	0	0	0	0	0	0
Trav4-3	0	0	0	0	0	0
Trav5-2	0	0	0	0	0	0
Trav12-2	0	0	0	0	0	0
Trav12-3	0	0	0	0	0	0
Trav13-2	0	0	0	0	0	0
Trav14-2	0	0	0	0	0	0
Trav15-2-dv6-2	0	0	0	0	0	0
Gm43551	0	0	0	0	0	0
Trav3-3	0	0	0	0	0	0
Trav9-4	0	0	0	0	0	0
Trav4-4-dv10	0	0	0	0	0	0
Gm43550	0	0	0	0	0	0
Trav5-4	0	0	0	0	0	0
Trav6-7-dv9	0	0	0	0	0	0
Trav7-6	0	0	0	0	0	0
Trav13-3	0	0	0	0	0	0
Trav8-2	0	0	0	0	0	0
Trav16	0	0	0	0	0	0
Trav13-4-dv7	0	0	0	0	0	0
Trav14-3	0	0	0	0	0	0
Trav15-3	0	0	0	0	0	0
Trav3-4	0	0	0	0	0	0
Trav12-4	0	0	0	0	0	0
B230359F08Rik	0	0	0	0	0	0
Trav17	0	0	0	0	0	0
Trav18	0	0	0	0	0	0
Trav19	0	0	0	0	0	0
Trav20	0	0	0	0	0	0
Trav21-dv12	0	0	0	0	0	0
Trdv1	0	0	0	0	0	0
Gm43647	0	0	0	0	0	0
Trav22	0	0	0	0	0	0
Trdv2-1	0	0	0	0	0	0
Trdv2-2	0	0	0	0	0	0
Trav23	0	0	0	0	0	0
Trdv3	0	0	0	0	0	0
Gm30275	0	0	0	0	0	1
Trdv4	0	0	1	0	0	1
Trdd1	0	0	0	0	0	0
Gm23704	0	0	0	0	0	0
Trdd2	0	0	0	0	0	0
Trdj1	0	0	0	0	0	0
Gm43434	0	1	0	1	1	2
Trdj2	0	0	0	0	0	0
Trdc	1	1	0	0	0	2
Trdv5	0	0	0	0	0	0
Traj61	0	0	0	0	0	0
Traj60	0	0	0	0	0	0
Traj59	0	0	0	0	0	0
Traj58	0	0	0	0	0	0
Traj57	0	0	0	0	0	0
Traj56	0	0	0	0	0	0
Traj55	0	0	0	0	0	0
Traj54	0	0	0	0	0	0
Traj53	0	0	0	0	0	0
Traj52	0	0	0	0	0	0
Traj51	0	0	0	0	0	0
Traj50	0	0	0	0	0	0
Traj49	0	0	0	0	0	0
Traj48	0	0	0	0	0	0
Traj47	0	0	0	0	0	0
Traj46	0	0	0	0	0	0
Traj45	0	0	0	0	0	0
Traj44	0	0	0	0	0	0
Traj43	0	0	0	0	0	0
Traj42	0	0	0	0	0	0
Traj41	0	0	0	0	0	0
Traj40	0	0	0	0	0	0
Traj39	0	0	0	0	0	0
Traj38	0	0	0	0	0	0
Traj37	0	0	0	0	0	0
Traj36	0	0	0	0	0	0
Traj35	0	0	0	0	0	0
Traj34	0	0	0	0	0	0
Traj33	0	0	0	0	0	0
Traj32	0	0	0	0	0	0
Traj31	0	0	0	0	0	0
Traj30	0	0	0	0	0	0
Traj29	0	0	0	0	0	0
Traj28	0	0	0	0	0	0
Traj27	0	0	0	0	0	0
Traj26	0	0	0	0	0	0
Traj25	0	0	0	0	0	0
Traj24	0	0	0	0	0	0
Traj23	0	0	0	0	0	0
Traj22	0	0	0	0	0	0
Traj21	0	0	0	0	0	0
Traj20	0	0	0	0	0	0
Traj19	0	0	0	0	0	0
Traj18	0	0	0	0	0	0
Traj17	0	0	0	0	0	0
Traj16	0	0	0	0	0	0
Traj15	0	0	0	0	0	0
Traj14	0	0	0	0	0	0
Traj13	0	0	0	0	0	0
Traj12	0	0	0	0	0	0
Traj11	0	0	0	0	0	0
Traj9	0	0	0	0	0	0
Traj8	0	0	0	0	0	0
Traj7	0	0	0	0	0	0
Traj6	0	0	0	0	0	0
Traj5	0	0	0	0	0	0
Traj4	0	0	0	0	0	0
Traj3	0	0	0	0	0	0
Traj2	0	0	0	0	0	0
Traj1	0	0	0	0	0	0
Trac	1	6	6	1	2	2
Dad1	220	303	262	437	468	441
Abhd4	373	366	424	561	457	612
Olfr49	0	0	0	0	0	0
Gm43305	95	96	72	97	2	219
Gm43304	0	0	0	0	0	0
Gm3945	0	0	0	0	0	0
5330426L24Rik	0	0	0	0	0	0
Oxa1l	436	462	476	469	426	472
Slc7a7	35	63	44	55	34	38
Mrpl52	199	223	187	348	416	362
Mmp14	501	663	441	344	446	498
AC164433.1	0	0	0	0	0	0
Gm24424	0	0	0	0	0	0
AC164433.2	25	23	51	18	10	28
Lrp10	411	474	467	489	515	514
Rem2	1	0	0	1	2	3
Prmt5	132	153	168	136	138	131
Haus4	90	109	110	132	139	118
Ajuba	81	68	60	43	33	69
Gm24705	1	0	2	0	0	0
4931414P19Rik	34	57	57	36	37	55
Psmb5	435	473	440	818	879	799
Mir686	0	0	0	0	0	0
Psmb11	0	0	0	1	0	0
Cdh24	21	12	21	6	7	8
Gm17606	355	441	384	515	556	574
Acin1	761	964	954	858	847	1141
Mir6948	0	0	0	0	0	0
4930579G18Rik	83	102	139	79	52	128
1700123O20Rik	184	213	144	185	181	221
LMLN2	1	2	0	0	0	0
Cebpe	23	44	24	111	117	112
Slc7a8	29	39	38	36	32	50
AC116591.1	0	0	0	0	0	0
Rnf212b	0	2	0	1	1	4
Gm8865	1	1	0	0	0	0
Homez	25	43	22	31	24	44
Ppp1r3e	72	88	77	101	84	98
Bcl2l2	0	0	0	0	0	0
Gm20521	32	9	33	14	11	24
Pabpn1	9	9	7	14	13	12
Slc22a17	12	28	19	37	29	26
Efs	1	4	1	4	5	4
Il25	0	0	0	0	0	0
Cmtm5	0	0	0	0	0	0
CT025533.1	0	0	0	0	0	0
Myh6	0	0	0	0	0	0
Mir208a	0	0	0	0	0	0
Mhrt	0	0	0	0	2	1
Myh7	0	0	0	1	33	7
Gm29015	0	0	0	0	0	0
Mir208b	0	0	0	0	0	0
Gm17428	0	0	0	0	0	0
CT025533.2	0	0	0	0	18	2
Ngdn	136	162	144	198	209	193
Gm10364	2	1	1	1	1	2
Zfhx2os	0	0	0	0	0	0
Gm20687	10	10	14	11	11	9
Zfhx2	203	207	224	189	122	190
Thtpa	0	0	0	0	0	0
Ap1g2	131	193	140	179	202	189
Jph4	0	0	0	3	1	1
